GENEID	F01counts	C01counts	E01counts	G01counts	H01counts	D01counts
ENSG00000046604	0	0	3	1	0	0
ENSG00000046647	5	258	0	214	1	258
ENSG00000046651	2759	4253	3473	6325	282	4253
ENSG00000046653	168	86	1	80	0	86
ENSG00000046774	0	0	0	0	0	0
ENSG00000046889	0	0	0	0	0	0
ENSG00000047056	1683	2439	13	1953	394	2439
ENSG00000047188	2265	1643	0	1491	3143	1643
ENSG00000047230	21	0	0	153	0	0
ENSG00000047249	57	675	0	774	1026	675
ENSG00000047315	467	1294	2	2108	1350	1294
ENSG00000047346	1155	1103	19783	1827	9	1103
ENSG00000047365	882	438	0	1679	194	438
ENSG00000047410	7295	7912	16	10611	11503	7912
ENSG00000047457	0	0	0	37	0	0
ENSG00000047578	413	6	1	2	200	6
ENSG00000047579	2597	6337	36	5039	2481	6337
ENSG00000047597	0	0	2	0	0	0
ENSG00000047617	0	0	1	0	0	0
ENSG00000047621	496	353	0	680	0	353
ENSG00000047634	1636	824	2	1115	0	824
ENSG00000047644	2535	696	9	1601	82	696
ENSG00000047648	0	0	0	0	0	0
ENSG00000047662	98	19	0	30	95	19
ENSG00000047849	207	1842	1	615	1731	1842
ENSG00000047932	1886	581	4035	1194	644	581
ENSG00000047936	0	0	0	0	0	0
ENSG00000048028	2431	325	0	1470	7	325
ENSG00000048052	0	33	0	1	0	33
ENSG00000048140	1806	1840	16	1821	4780	1840
ENSG00000048162	378	880	0	417	1	880
ENSG00000048342	101	0	0	318	0	0
ENSG00000048392	120	249	4866	523	1	249
ENSG00000048405	737	594	0	1858	6	594
ENSG00000048462	0	0	6	0	0	0
ENSG00000048471	1658	797	0	833	72	797
ENSG00000048540	0	1	0	0	0	1
ENSG00000048544	2278	3018	19256	3358	2815	3018
ENSG00000048545	0	0	0	0	0	0
ENSG00000048649	1953	1914	1	2497	5092	1914
ENSG00000048707	1887	264	13	1010	64	264
ENSG00000048740	1957	1726	0	3114	4148	1726
ENSG00000048828	1043	2479	53	2042	1066	2479
ENSG00000048991	2491	1025	0	907	494	1025
ENSG00000049089	1	165	0	96	15	165
ENSG00000049130	0	0	0	0	0	0
ENSG00000049167	18	266	0	291	781	266
ENSG00000049192	125	157	0	28	0	157
ENSG00000049239	33	141	12	233	30	141
ENSG00000049245	635	1644	11	835	1630	1644
ENSG00000049246	70	347	0	275	0	347
ENSG00000049247	0	0	0	0	0	0
ENSG00000049249	0	1	3773	2	7988	1
ENSG00000049283	0	0	0	0	4	0
ENSG00000049323	0	0	0	0	0	0
ENSG00000049449	574	340	0	74	2	340
ENSG00000049540	0	0	1	0	0	0
ENSG00000049541	1637	2201	4	2574	2375	2201
ENSG00000049618	1790	2741	1	2753	1089	2741
ENSG00000049656	4121	4797	15735	4392	3373	4797
ENSG00000049759	126	78	4	230	979	78
ENSG00000049768	2	817	228	793	12580	817
ENSG00000049769	165	333	70	310	1078	333
ENSG00000049860	661	2479	2	1850	311	2479
ENSG00000049883	991	15	2	115	1814	15
ENSG00000050030	0	0	0	0	0	0
ENSG00000050130	2861	1310	5693	1303	1869	1310
ENSG00000050165	0	89	0	213	0	89
ENSG00000050327	0	72	0	0	1	72
ENSG00000050344	6	437	0	8	2154	437
ENSG00000050393	8	291	1924	916	993	291
ENSG00000050405	0	260	3767	338	421	260
ENSG00000050426	573	403	0	2533	1372	403
ENSG00000050438	0	18	1	11	6	18
ENSG00000050555	0	1	0	0	0	1
ENSG00000050628	0	0	0	0	0	0
ENSG00000050730	6	0	0	1	907	0
ENSG00000050748	371	1091	0	1157	5482	1091
ENSG00000050767	0	0	1	0	5	0
ENSG00000050820	0	9	3	1	0	9
ENSG00000051009	3493	1507	0	2596	357	1507
ENSG00000051108	7290	4101	1859	5421	9524	4101
ENSG00000051128	0	0	0	0	0	0
ENSG00000051180	3	5	1	2	12	5
ENSG00000051341	0	0	0	0	0	0
ENSG00000051382	972	1951	0	1555	286	1951
ENSG00000051523	6788	11961	8824	6379	9628	11961
ENSG00000051596	264	175	0	365	420	175
ENSG00000051620	804	2639	26	1809	5289	2639
ENSG00000051825	699	682	0	1751	1	682
ENSG00000052126	475	309	14	1	6	309
ENSG00000052344	0	0	0	0	0	0
ENSG00000052723	30	971	0	1118	22	971
ENSG00000052749	225	353	50	37	0	353
ENSG00000052795	1121	231	11733	13	1	231
ENSG00000052802	1783	2213	0	1814	11	2213
ENSG00000052841	4853	6505	16	8416	11066	6505
ENSG00000052850	0	0	0	0	0	0
ENSG00000053108	1	0	0	0	0	0
ENSG00000053254	3267	661	42	2240	7100	661
ENSG00000053328	0	0	0	0	0	0
ENSG00000053371	1729	349	1	1859	251	349
ENSG00000053372	383	217	0	615	1686	217
ENSG00000053438	0	0	0	0	0	0
ENSG00000053501	3104	1087	1	1038	12	1087
ENSG00000053524	0	1	0	46	63	1
ENSG00000053702	167	9	0	15	258	9
ENSG00000053747	0	0	0	0	0	0
ENSG00000053770	955	738	1	774	225	738
ENSG00000053900	1753	2331	0	2003	3418	2331
ENSG00000053918	17	294	0	1029	8	294
ENSG00000054116	18	2191	1808	1373	1366	2191
ENSG00000054118	7305	7876	52	8670	5237	7876
ENSG00000054148	635	1268	0	700	320	1268
ENSG00000054179	0	0	0	0	0	0
ENSG00000054219	83	7	0	598	265	7
ENSG00000054267	8943	7736	4360	7534	3516	7736
ENSG00000054277	185	0	0	12	0	0
ENSG00000054282	988	1263	4	784	2	1263
ENSG00000054356	0	0	0	0	0	0
ENSG00000054392	2	2	0	325	0	2
ENSG00000054523	2	116	5	447	17	116
ENSG00000054598	0	0	0	0	0	0
ENSG00000054611	3314	2967	2957	2032	21	2967
ENSG00000054654	12930	12720	17775	13314	23802	12720
ENSG00000054690	0	0	0	0	0	0
ENSG00000054793	0	0	0	0	0	0
ENSG00000054796	0	0	0	0	0	0
ENSG00000054803	0	0	0	0	0	0
ENSG00000054938	0	0	0	0	0	0
ENSG00000054965	16	63	0	172	25	63
ENSG00000054967	6	180	5614	10	10	180
ENSG00000054983	440	52	0	304	4548	52
ENSG00000055044	6723	5371	946	4497	7377	5371
ENSG00000055070	2406	4984	14	1983	4941	4984
ENSG00000055118	0	6	0	13	0	6
ENSG00000055130	4622	3199	2	3087	7716	3199
ENSG00000055147	44	1600	0	1218	1141	1600
ENSG00000055163	6471	13510	167	9351	13635	13510
ENSG00000055208	6974	4870	299	4246	5384	4870
ENSG00000055211	807	591	5	1001	1	591
ENSG00000055332	1462	2487	5	1772	4208	2487
ENSG00000055483	12157	14200	4207	15959	7357	14200
ENSG00000055609	1389	2051	1077	3263	3879	2051
ENSG00000055732	0	49	0	0	0	49
ENSG00000055813	0	0	3	0	0	0
ENSG00000055917	3554	4897	11720	6779	4499	4897
ENSG00000055950	2195	1113	41	1312	2	1113
ENSG00000055955	0	0	1	4	657	0
ENSG00000055957	0	0	0	0	0	0
ENSG00000056050	808	357	227	934	2	357
ENSG00000056097	2935	1590	309	4667	4412	1590
ENSG00000056277	332	127	8	526	2948	127
ENSG00000056291	0	0	0	0	0	0
ENSG00000056487	0	0	0	0	0	0
ENSG00000056558	3556	5130	327	3587	6108	5130
ENSG00000056586	53	110	17	964	17	110
ENSG00000056736	0	0	0	0	0	0
ENSG00000056972	192	33	1	495	35	33
ENSG00000056998	0	0	0	0	1	0
ENSG00000057019	0	57	0	0	0	57
ENSG00000057149	0	0	0	0	0	0
ENSG00000057252	1560	3276	0	2269	1607	3276
ENSG00000057294	0	2	0	270	0	2
ENSG00000057468	0	0	0	0	0	0
ENSG00000057593	0	0	0	0	0	0
ENSG00000057608	3616	3858	18	5815	4664	3858
ENSG00000057657	78	203	2994	75	3303	203
ENSG00000057663	2074	1007	0	1236	2204	1007
ENSG00000057704	0	0	0	4	0	0
ENSG00000057757	1773	2903	0	609	2006	2903
ENSG00000057935	1134	1224	2	1792	7	1224
ENSG00000058056	1	15	1	16	0	15
ENSG00000058063	841	1154	28	689	3948	1154
ENSG00000058085	0	0	5	0	1	0
ENSG00000058091	0	0	0	0	0	0
ENSG00000058262	12836	10472	1717	9940	4099	10472
ENSG00000058272	6062	6930	19110	5938	13463	6930
ENSG00000058335	0	0	0	0	0	0
ENSG00000058404	0	0	0	0	0	0
ENSG00000058453	1704	350	23	1106	13	350
ENSG00000058600	3336	1861	1515	2409	1749	1861
ENSG00000058668	2118	2356	16082	2875	3109	2356
ENSG00000058673	18	0	0	0	0	0
ENSG00000058729	1603	632	440	1225	0	632
ENSG00000058799	1126	737	1	531	4447	737
ENSG00000058804	5	481	13	583	26	481
ENSG00000058866	0	2	0	0	0	2
ENSG00000059122	4928	3633	14	2383	1614	3633
ENSG00000059145	1021	673	16	695	9	673
ENSG00000059377	105	0	0	119	0	0
ENSG00000059378	148	1823	55	1587	2567	1823
ENSG00000059573	2114	1696	1	1279	5	1696
ENSG00000059588	594	1154	0	766	215	1154
ENSG00000059691	907	5	0	134	0	5
ENSG00000059728	1009	1046	0	832	0	1046
ENSG00000059758	1450	2514	33	1256	10	2514
ENSG00000059769	192	61	0	323	0	61
ENSG00000059804	10301	4129	9264	10242	5174	4129
ENSG00000059915	309	969	417	585	243	969
ENSG00000060069	1846	3409	73	2431	1397	3409
ENSG00000060138	2	298	0	894	1	298
ENSG00000060140	0	0	0	0	0	0
ENSG00000060237	2256	1464	692	1060	1376	1464
ENSG00000060303	0	1	0	0	0	1
ENSG00000060339	3054	2568	1459	1835	5438	2568
ENSG00000060491	1980	1496	33	1101	55	1496
ENSG00000060558	414	661	4	55	14	661
ENSG00000060566	0	0	0	0	0	0
ENSG00000060642	2	763	7	133	578	763
ENSG00000060656	0	0	1	0	0	0
ENSG00000060688	1272	2716	5	2461	2119	2716
ENSG00000060709	0	0	0	0	0	0
ENSG00000060718	0	0	0	0	0	0
ENSG00000060749	5	27	1	11	0	27
ENSG00000060762	1360	1159	2	834	1	1159
ENSG00000060971	3623	1989	397	1873	4194	1989
ENSG00000060982	1	0	2	0	0	0
ENSG00000061273	2905	877	49	1816	4308	877
ENSG00000061337	0	0	1	2	1	0
ENSG00000061455	0	0	0	0	0	0
ENSG00000061492	0	0	0	61	0	0
ENSG00000061656	0	3	29	135	0	3
ENSG00000061676	8	552	48	2	1	552
ENSG00000061794	2327	1605	21	1200	10	1605
ENSG00000061918	0	0	0	0	0	0
ENSG00000061936	3756	1960	306	2865	16	1960
ENSG00000061938	2112	953	490	1694	35	953
ENSG00000061987	3369	381	0	2102	15	381
ENSG00000062038	1	5	0	1	0	5
ENSG00000062096	0	0	0	0	0	0
ENSG00000062194	8538	9016	7966	8751	12919	9016
ENSG00000062282	1	0	0	216	0	0
ENSG00000062370	0	0	0	0	0	0
ENSG00000062485	2834	2915	3	2931	24	2915
ENSG00000062524	0	216	0	0	0	216
ENSG00000062582	594	21	1	382	84	21
ENSG00000062598	3260	2770	22	5873	3084	2770
ENSG00000062650	5148	6418	1158	6526	3644	6418
ENSG00000062716	3491	3254	2907	2784	7617	3254
ENSG00000062725	1959	1241	1	1192	19	1241
ENSG00000062822	3935	1495	8	1184	1491	1495
ENSG00000063015	154	163	0	675	2527	163
ENSG00000063046	2930	2436	1946	4417	2955	2436
ENSG00000063127	0	227	0	167	583	227
ENSG00000063169	862	150	46	454	1059	150
ENSG00000063176	1124	160	14	1323	908	160
ENSG00000063177	6375	9987	5847	8353	9121	9987
ENSG00000063180	227	763	32	1235	2439	763
ENSG00000063241	391	411	0	164	1	411
ENSG00000063244	5274	4111	65	4540	3108	4111
ENSG00000063245	534	1256	19	924	2297	1256
ENSG00000063322	2339	3754	2	5447	4833	3754
ENSG00000063438	0	0	13	8	0	0
ENSG00000063515	0	0	0	0	0	0
ENSG00000063587	5	14	130	921	1	14
ENSG00000063601	2635	1450	7188	938	440	1450
ENSG00000063660	0	83	2	6	0	83
ENSG00000063761	0	52	2	144	0	52
ENSG00000063854	1401	1131	36	2725	1599	1131
ENSG00000063978	5287	5133	6162	5938	2993	5133
ENSG00000064012	1508	2916	1	2134	2495	2916
ENSG00000064042	0	0	0	0	0	0
ENSG00000064102	511	490	1	1970	2	490
ENSG00000064115	3	1537	3	719	2894	1537
ENSG00000064195	0	0	0	1	0	0
ENSG00000064199	0	0	0	0	0	0
ENSG00000064201	516	2	6	164	1995	2
ENSG00000064205	0	0	0	0	0	0
ENSG00000064218	0	0	0	0	0	0
ENSG00000064225	0	0	0	0	0	0
ENSG00000064270	0	2	212	0	0	2
ENSG00000064300	0	0	0	32	1	0
ENSG00000064309	0	1	18	0	8	1
ENSG00000064313	707	297	0	878	1	297
ENSG00000064393	946	580	61	747	1	580
ENSG00000064419	1108	1054	1	260	14	1054
ENSG00000064489	0	0	0	0	0	0
ENSG00000064490	917	1375	4549	963	1724	1375
ENSG00000064545	3070	1019	0	558	749	1019
ENSG00000064547	4309	3203	125	6456	6207	3203
ENSG00000064601	794	2538	40	950	4909	2538
ENSG00000064607	7187	3854	22	7438	552	3854
ENSG00000064651	19	539	13	285	0	539
ENSG00000064652	0	96	0	141	0	96
ENSG00000064655	0	0	0	0	0	0
ENSG00000064666	5018	4781	12	6920	3279	4781
ENSG00000064687	1266	2478	2042	4141	4793	2478
ENSG00000064692	0	0	0	0	0	0
ENSG00000064703	1520	794	1	779	0	794
ENSG00000064726	605	178	1	130	11	178
ENSG00000064763	0	0	3	0	9	0
ENSG00000064787	347	0	0	54	6	0
ENSG00000064835	0	0	0	0	0	0
ENSG00000064886	2	0	1	175	3	0
ENSG00000064932	5835	9320	66	6665	5536	9320
ENSG00000064933	1596	1638	3724	909	395	1638
ENSG00000064961	2171	1808	38	2908	258	1808
ENSG00000064989	0	0	0	0	0	0
ENSG00000064995	243	710	1402	728	670	710
ENSG00000064999	169	107	0	640	3665	107
ENSG00000065000	4566	3597	338	3147	8634	3597
ENSG00000065029	3420	5424	15499	6502	2977	5424
ENSG00000065054	0	165	0	106	0	165
ENSG00000065057	1	382	6	102	1424	382
ENSG00000065060	13	86	6	19	26	86
ENSG00000065135	2241	5464	8	2989	431	5464
ENSG00000065150	853	1177	76	931	781	1177
ENSG00000065154	57	1184	10940	1126	2023	1184
ENSG00000065183	586	1418	1	1284	1	1418
ENSG00000065243	1252	157	39	419	632	157
ENSG00000065268	659	1354	10	1544	2123	1354
ENSG00000065308	367	726	0	516	0	726
ENSG00000065320	1	0	0	0	0	0
ENSG00000065325	0	0	0	0	0	0
ENSG00000065328	0	0	2	0	0	0
ENSG00000065357	8395	4282	56	14290	26407	4282
ENSG00000065361	8	1	0	0	0	1
ENSG00000065371	0	0	0	0	0	0
ENSG00000065413	9967	8954	12253	10511	14301	8954
ENSG00000065427	3533	2645	7	3835	2679	2645
ENSG00000065457	433	736	10	1579	790	736
ENSG00000065485	1026	96	1	598	0	96
ENSG00000065491	1	122	725	608	0	122
ENSG00000065518	1968	1619	2565	1777	279	1619
ENSG00000065526	3460	1841	64	2395	428	1841
ENSG00000065534	0	1	5	0	0	1
ENSG00000065548	2591	4251	6	2552	1819	4251
ENSG00000065559	1714	756	1	821	3617	756
ENSG00000065600	253	121	1	478	7	121
ENSG00000065609	0	0	0	0	0	0
ENSG00000065613	77	1778	7	2697	294	1778
ENSG00000065615	264	1927	6	393	10	1927
ENSG00000065618	1	0	0	0	0	0
ENSG00000065621	0	1	0	5	0	1
ENSG00000065665	137	16	0	175	459	16
ENSG00000065675	2941	2433	50	1760	2364	2433
ENSG00000065717	603	670	0	557	0	670
ENSG00000065802	702	653	5	810	37	653
ENSG00000065809	6621	8827	14766	8547	267	8827
ENSG00000065833	0	4	0	0	0	4
ENSG00000065882	217	366	1	783	189	366
ENSG00000065883	3152	1333	44	1750	744	1333
ENSG00000065911	2510	1695	12	904	5881	1695
ENSG00000065923	340	0	22	213	0	0
ENSG00000065970	1225	1065	4	564	1572	1065
ENSG00000065978	6730	9399	4848	8651	7831	9399
ENSG00000065989	1	101	2	523	4343	101
ENSG00000066027	2937	2337	2	2403	960	2337
ENSG00000066032	0	0	0	0	0	0
ENSG00000066044	9339	7783	10843	4293	7602	7783
ENSG00000066056	0	0	0	0	0	0
ENSG00000066084	302	602	1	839	1663	602
ENSG00000066117	1300	1171	59	673	2160	1171
ENSG00000066135	283	110	0	116	1203	110
ENSG00000066136	2996	780	2	986	21	780
ENSG00000066185	550	0	0	0	0	0
ENSG00000066230	77	188	4	78	0	188
ENSG00000066248	0	0	0	0	0	0
ENSG00000066279	0	0	3	0	0	0
ENSG00000066294	685	209	37	341	660	209
ENSG00000066322	2046	1569	24	1114	1662	1569
ENSG00000066336	0	105	0	0	0	105
ENSG00000066379	918	695	0	826	1594	695
ENSG00000066382	0	0	0	0	0	0
ENSG00000066405	0	0	0	0	0	0
ENSG00000066422	1019	1550	0	846	51	1550
ENSG00000066427	2556	1065	0	1262	270	1065
ENSG00000066455	17	330	0	1560	2079	330
ENSG00000066468	1	0	1	0	0	0
ENSG00000066557	129	185	6	597	701	185
ENSG00000066583	1047	2106	23	484	2080	2106
ENSG00000066629	0	0	0	0	0	0
ENSG00000066651	7	2226	1384	821	42	2226
ENSG00000066654	568	3585	25	3004	6126	3585
ENSG00000066697	0	360	1	284	1281	360
ENSG00000066735	0	0	0	0	0	0
ENSG00000066739	6	247	2	962	6	247
ENSG00000066777	124	541	12	841	31	541
ENSG00000066813	0	0	0	0	0	0
ENSG00000066827	1	0	0	2	0	0
ENSG00000066855	664	395	0	52	0	395
ENSG00000066923	22	106	0	102	3	106
ENSG00000066926	631	813	0	468	2125	813
ENSG00000066933	17	1284	1	752	369	1284
ENSG00000067048	1	2261	1	4780	2941	2261
ENSG00000067057	1557	2894	5981	4927	6874	2894
ENSG00000067064	2831	6687	2564	2569	4312	6687
ENSG00000067066	7232	13131	490	8969	20195	13131
ENSG00000067082	5743	12161	8186	6865	14972	12161
ENSG00000067113	171	119	0	436	104	119
ENSG00000067141	1	377	1	17	0	377
ENSG00000067167	7684	10138	4377	9585	7493	10138
ENSG00000067177	0	1	0	169	0	1
ENSG00000067182	647	817	0	1435	0	817
ENSG00000067191	870	0	57	246	1638	0
ENSG00000067208	32	210	0	6	0	210
ENSG00000067221	37	67	4	240	5	67
ENSG00000067225	70209	26457	53383	75579	65610	26457
ENSG00000067248	2801	1585	3687	1943	707	1585
ENSG00000067334	5477	10675	5	4902	603	10675
ENSG00000067365	30	865	0	580	1	865
ENSG00000067369	2656	1242	1	2383	614	1242
ENSG00000067445	6	0	1	0	0	0
ENSG00000067533	471	518	4	736	1	518
ENSG00000067560	7668	7056	8702	7553	9569	7056
ENSG00000067596	2197	1236	0	780	3929	1236
ENSG00000067601	0	0	0	0	0	0
ENSG00000067606	154	414	24	476	0	414
ENSG00000067646	0	379	0	407	0	379
ENSG00000067704	3184	936	4	3732	1780	936
ENSG00000067715	0	0	6	0	0	0
ENSG00000067798	0	0	4	0	0	0
ENSG00000067829	2549	1849	0	2480	2853	1849
ENSG00000067836	288	378	0	63	617	378
ENSG00000067840	0	148	11	0	1	148
ENSG00000067842	0	0	0	0	0	0
ENSG00000067900	2056	2406	13	2394	194	2406
ENSG00000067955	6128	5349	9230	7823	7957	5349
ENSG00000067992	2335	2117	1454	2805	2408	2117
ENSG00000068001	1	392	4	91	1	392
ENSG00000068024	1029	163	92	835	50	163
ENSG00000068028	1785	1014	1557	2441	1209	1014
ENSG00000068078	0	0	0	6	0	0
ENSG00000068079	502	1103	7	1101	4288	1103
ENSG00000068097	1	73	2	425	880	73
ENSG00000068120	1507	843	9	2933	3795	843
ENSG00000068137	0	0	0	0	0	0
ENSG00000068305	786	856	19	361	3	856
ENSG00000068308	1636	3564	8870	4489	369	3564
ENSG00000068323	2916	2074	0	471	2422	2074
ENSG00000068354	4007	2006	5	2540	25	2006
ENSG00000068366	77	716	0	647	420	716
ENSG00000068383	592	39	11	90	13	39
ENSG00000068394	1544	1518	5	868	1444	1518
ENSG00000068400	3263	5970	4141	5852	4973	5970
ENSG00000068438	379	1396	0	2087	2	1396
ENSG00000068489	5	0	1	0	1	0
ENSG00000068615	0	0	0	0	0	0
ENSG00000068650	701	549	0	678	1989	549
ENSG00000068654	1171	1081	1	971	1	1081
ENSG00000068697	1857	3884	11195	3199	4620	3884
ENSG00000068724	835	1681	80	1902	6196	1681
ENSG00000068745	2373	1621	0	3523	2935	1621
ENSG00000068781	0	0	0	0	0	0
ENSG00000068784	29	251	0	557	14	251
ENSG00000068796	2490	2727	140	2626	1734	2727
ENSG00000068831	6476	5457	1343	6546	3699	5457
ENSG00000068878	30	887	20	305	5858	887
ENSG00000068885	0	194	21	114	0	194
ENSG00000068903	1680	1971	11178	1208	37	1971
ENSG00000068912	3830	2773	13040	3800	3553	2773
ENSG00000068971	3	440	0	528	5	440
ENSG00000068976	51	32	0	0	5	32
ENSG00000068985	0	0	0	0	9	0
ENSG00000069011	0	0	0	0	0	0
ENSG00000069018	0	0	0	0	0	0
ENSG00000069020	1096	300	3	983	3668	300
ENSG00000069122	0	0	0	0	0	0
ENSG00000069188	282	44	5	416	0	44
ENSG00000069206	0	0	0	0	0	0
ENSG00000069248	219	2090	1	623	1828	2090
ENSG00000069275	4339	6167	1198	5324	1067	6167
ENSG00000069329	7688	6807	12909	6147	64	6807
ENSG00000069345	2055	2625	1157	2673	4474	2625
ENSG00000069399	2591	7137	29	2270	10177	7137
ENSG00000069424	8284	5882	13550	7030	3484	5882
ENSG00000069431	0	0	0	0	0	0
ENSG00000069482	0	0	1	0	0	0
ENSG00000069493	10352	10895	1744	8848	3241	10895
ENSG00000069509	438	541	0	382	1131	541
ENSG00000069535	0	0	0	0	0	0
ENSG00000069667	1286	2470	3291	2708	3291	2470
ENSG00000069696	0	0	0	0	0	0
ENSG00000069702	2901	4118	11	3175	1900	4118
ENSG00000069764	0	0	0	12	0	0
ENSG00000069812	0	0	1	0	0	0
ENSG00000069849	559	1015	853	1109	527	1015
ENSG00000069869	61	340	0	0	1	340
ENSG00000069943	36	59	7000	786	6	59
ENSG00000069956	1978	344	0	622	1	344
ENSG00000069966	2818	2904	9051	3925	2240	2904
ENSG00000069974	551	3516	20	1903	26	3516
ENSG00000069998	2813	1021	16	2759	932	1021
ENSG00000070010	4521	2637	7241	2865	6216	2637
ENSG00000070018	0	0	4	439	0	0
ENSG00000070019	0	0	0	0	0	0
ENSG00000070031	0	0	0	0	0	0
ENSG00000070047	1390	879	15	1383	5332	879
ENSG00000070061	1294	697	1590	736	3	697
ENSG00000070081	8506	949	1	4005	1326	949
ENSG00000070087	4	729	1	583	2	729
ENSG00000070159	0	0	0	0	0	0
ENSG00000070182	0	2	0	0	0	2
ENSG00000070190	509	804	1	571	1662	804
ENSG00000070193	0	0	0	0	0	0
ENSG00000070214	2400	429	50	581	21	429
ENSG00000070269	120	557	0	320	1	557
ENSG00000070366	663	918	1471	1045	17	918
ENSG00000070367	2169	1581	0	2641	5	1581
ENSG00000070371	0	1	0	0	0	1
ENSG00000070388	192	0	0	106	0	0
ENSG00000070404	201	17	0	469	0	17
ENSG00000070413	3781	1212	5	1519	13	1212
ENSG00000070423	8927	6028	8222	4570	3213	6028
ENSG00000070444	948	774	0	1225	2	774
ENSG00000070476	440	594	4	1749	667	594
ENSG00000070495	345	2352	11	2226	3364	2352
ENSG00000070501	299	327	8	19	1504	327
ENSG00000070526	1	595	1	7	4	595
ENSG00000070540	0	63	0	3	6	63
ENSG00000070601	0	0	0	0	0	0
ENSG00000070610	1442	1903	15	987	2723	1903
ENSG00000070614	0	163	4	0	0	163
ENSG00000070669	29	0	0	26	0	0
ENSG00000070718	1699	5117	4548	5761	5699	5117
ENSG00000070729	0	0	9	0	0	0
ENSG00000070731	77	246	0	91	0	246
ENSG00000070748	0	0	1	0	0	0
ENSG00000070756	159784	241647	46951	155172	31536	241647
ENSG00000070759	16	43	21	248	0	43
ENSG00000070761	1516	605	27	1608	3354	605
ENSG00000070770	817	462	14	335	2898	462
ENSG00000070778	0	0	0	0	0	0
ENSG00000070785	402	646	28	494	3791	646
ENSG00000070808	0	0	0	0	0	0
ENSG00000070814	476	3260	1267	3021	3139	3260
ENSG00000070831	277	272	106	221	1581	272
ENSG00000070882	1312	386	1	283	1203	386
ENSG00000070886	0	0	0	0	0	0
ENSG00000070915	0	0	0	0	0	0
ENSG00000070950	524	792	0	203	0	792
ENSG00000070961	578	2945	83	4563	3568	2945
ENSG00000070985	0	0	0	0	0	0
ENSG00000071051	4122	3448	31	3927	547	3448
ENSG00000071054	1259	1967	184	1453	1605	1967
ENSG00000071073	2436	1546	0	1625	22	1546
ENSG00000071082	22937	18777	379	17842	9378	18777
ENSG00000071127	10079	8255	89	9926	19243	8255
ENSG00000071189	614	617	1	169	11	617
ENSG00000071203	0	0	0	0	0	0
ENSG00000071205	46	193	0	377	1	193
ENSG00000071242	212	0	0	372	3	0
ENSG00000071243	1584	1877	4750	1802	4108	1877
ENSG00000071246	1	223	0	324	2	223
ENSG00000071282	147	322	0	0	14	322
ENSG00000071462	3299	1692	1	2423	3174	1692
ENSG00000071537	1671	487	0	999	21	487
ENSG00000071539	0	65	1	0	1	65
ENSG00000071553	4599	5912	12057	5773	1555	5912
ENSG00000071564	1936	782	16	1258	511	782
ENSG00000071575	1939	1028	196	1905	4941	1028
ENSG00000071626	4778	3636	6964	3797	2713	3636
ENSG00000071655	1351	2146	34	1050	760	2146
ENSG00000071677	0	0	0	0	0	0
ENSG00000071794	238	130	0	166	0	130
ENSG00000071859	2921	2032	5496	2961	1877	2032
ENSG00000071889	320	1209	2320	935	24	1209
ENSG00000071894	1085	1528	1799	4087	5783	1528
ENSG00000071909	0	0	1	0	0	0
ENSG00000071967	6	0	0	0	0	0
ENSG00000071991	0	0	0	0	0	0
ENSG00000071994	2476	1965	4521	2704	1723	1965
ENSG00000072041	0	0	0	0	0	0
ENSG00000072042	2754	2607	111	2870	6744	2607
ENSG00000072062	1154	1114	11	1294	12	1114
ENSG00000072071	718	212	1	669	2394	212
ENSG00000072080	0	0	0	0	0	0
ENSG00000072110	8713	1887	22	7327	24	1887
ENSG00000072121	5	241	10	15	162	241
ENSG00000072133	0	0	0	0	0	0
ENSG00000072134	15	52	41	179	488	52
ENSG00000072135	534	742	1	420	12	742
ENSG00000072163	200	385	0	133	1	385
ENSG00000072182	0	0	0	0	0	0
ENSG00000072195	0	1	0	530	0	1
ENSG00000072201	0	0	0	0	0	0
ENSG00000072210	2061	1133	3	742	350	1133
ENSG00000072274	1781	1344	12265	1595	12234	1344
ENSG00000072310	372	319	149	600	0	319
ENSG00000072315	0	0	0	0	0	0
ENSG00000072364	501	1143	1	992	3949	1143
ENSG00000072401	865	480	22	268	10	480
ENSG00000072415	907	308	0	1397	0	308
ENSG00000072422	0	0	0	0	0	0
ENSG00000072501	1039	1729	115	1410	773	1729
ENSG00000072506	16	746	2	498	896	746
ENSG00000072518	654	2737	8472	2784	165	2737
ENSG00000072571	0	0	0	0	0	0
ENSG00000072609	884	699	23	691	1114	699
ENSG00000072657	0	0	0	0	0	0
ENSG00000072682	0	0	0	183	0	0
ENSG00000072694	0	0	0	0	0	0
ENSG00000072736	4297	3834	1	4945	1286	3834
ENSG00000072756	2077	2118	0	3024	2814	2118
ENSG00000072778	12393	13266	1804	9901	5363	13266
ENSG00000072786	2823	5168	808	7432	9430	5168
ENSG00000072803	1178	2169	516	2422	6943	2169
ENSG00000072818	12133	6167	11348	6638	14740	6167
ENSG00000072832	0	0	6	0	0	0
ENSG00000072840	0	1	0	28	464	1
ENSG00000072849	6606	4950	3	3422	1545	4950
ENSG00000072858	934	331	39	350	976	331
ENSG00000072864	2794	786	212	1952	399	786
ENSG00000072952	0	0	0	0	0	0
ENSG00000072954	222	1	0	0	0	1
ENSG00000072958	8260	5509	54	7939	3948	5509
ENSG00000073008	2	214	0	272	0	214
ENSG00000073050	12	32	7	690	1474	32
